com.aiworker.bcineuroskyservice;ihar;20150119T224138America/Santiago(1,18,-10800,1,1421718098);4;91;370080;18579;5883;16405;2329;518;47452;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224139America/Santiago(1,18,-10800,1,1421718099);1;97;86880;140;455;2866;505;88;29540;6001;default
com.aiworker.bcineuroskyservice;ihar;20150119T224140America/Santiago(1,18,-10800,1,1421718100);7;100;1.68E+007;2135;1593;1464;525;64;29171;4513;default
com.aiworker.bcineuroskyservice;ihar;20150119T224141America/Santiago(1,18,-10800,1,1421718101);8;100;134452;7165;12984;4330;1533;172;56321;1.67E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224142America/Santiago(1,18,-10800,1,1421718102);14;94;571408;1.68E+007;25488;79321;12932;621;481040;45745;default
com.aiworker.bcineuroskyservice;ihar;20150119T224143America/Santiago(1,18,-10800,1,1421718103);24;96;576536;20495;24659;1.68E+007;9433;1514;378066;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224144America/Santiago(1,18,-10800,1,1421718104);16;100;351459;1.68E+007;25674;39588;31070;2317;370925;109063;default
com.aiworker.bcineuroskyservice;ihar;20150119T224145America/Santiago(1,18,-10800,1,1421718105);10;100;79125;2932;9434;12826;5196;254;40329;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224146America/Santiago(1,18,-10800,1,1421718106);20;100;323804;1.68E+007;1.67E+007;1.67E+007;15221;1018;377889;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224147America/Santiago(1,18,-10800,1,1421718107);17;100;1024688;66977;1.67E+007;1.68E+007;8806;1783;466497;64627;default
com.aiworker.bcineuroskyservice;ihar;20150119T224148America/Santiago(1,18,-10800,1,1421718108);30;100;520265;23595;1.68E+007;21187;9214;1582;465143;155447;default
com.aiworker.bcineuroskyservice;ihar;20150119T224149America/Santiago(1,18,-10800,1,1421718109);30;93;1.68E+007;485;1979;3728;1.68E+007;96;26501;10539;default
com.aiworker.bcineuroskyservice;ihar;20150119T224150America/Santiago(1,18,-10800,1,1421718110);21;94;562343;11235;6206;19740;1995;1022;40795;23788;default
com.aiworker.bcineuroskyservice;ihar;20150119T224151America/Santiago(1,18,-10800,1,1421718111);21;100;1244906;19824;19499;1.68E+007;17758;1481;384356;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224152America/Santiago(1,18,-10800,1,1421718112);11;100;287083;5387;10827;29741;1949;1.68E+007;45620;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224153America/Santiago(1,18,-10800,1,1421718113);7;100;69212;6416;11252;24799;2110;214;42321;85494;default
